space_id,label,areas,volumes,perimeter,X,Y,Z,aspect_ratio,boundary_line,surface_areas,ax1s
a422cc1f-7917-47d7-961d-730e056aaac0-00074fd1,Bedroom,13.572,31.216,14.74,3.6,3.77,2.3,1.047222222,5,61.046,1.955624752
a422cc1f-7917-47d7-961d-730e056aaac0-00074fd2,Balcony,2.244,5.161,6.44,2.2,1.02,2.3,0.463636364,4,19.3,3.73944044
a422cc1f-7917-47d7-961d-730e056aaac0-00074fd3,Storage,2.622,6.031,6.77,1.2,2.185,2.3,1.820833333,6,20.815,3.451563692
a422cc1f-7917-47d7-961d-730e056aaac0-00074fd4,Bedroom,9.788,22.511,12.65,2.7,3.625,2.3,1.342592593,7,48.67,2.162030096
a422cc1f-7917-47d7-961d-730e056aaac0-00074fd5,Dress room,4.73,10.879,9.12,2.36,2.2,2.3,0.93220339,6,30.436,2.797683611
a422cc1f-7917-47d7-961d-730e056aaac0-00074fd6,AD/PD,0.63,1.449,3.2,0.7,0.9,2.3,1.285714286,4,8.62,5.948930297
a422cc1f-7917-47d7-961d-730e056aaac0-00074fd7,Bathroom,3.909,8.99,8.93,1.94,2.525,2.3,1.301546392,6,28.356,3.154329193
a422cc1f-7917-47d7-961d-730e056aaac0-00074fd8,Kitchen,13.596,31.27,16.38,2.9,4.99,2.3,1.720689655,11,64.865,2.074375633
a422cc1f-7917-47d7-961d-730e056aaac0-00074fd9,Entrance,2.788,6.412,6.84,1.52,1.9,2.3,1.25,8,21.308,3.32293681
a422cc1f-7917-47d7-961d-730e056aaac0-00074fda,Hallway,7.81,17.963,16.4,7.1,1.1,2.3,0.154929577,14,53.34,2.969437176
a422cc1f-7917-47d7-961d-730e056aaac0-00074fdb,Living room,16.436,37.802,16.22,4.14,3.97,2.3,0.958937198,5,70.178,1.856445924
a422cc1f-7917-47d7-961d-730e056aaac0-00075276,Balcony,3.874,8.91,8.56,2.98,1.3,2.3,0.436241611,5,27.436,3.079167695
a422cc1f-7917-47d7-961d-730e056aaac0-00075277,Bedroom,14.334,32.968,15.58,2.98,4.81,2.3,1.61409396,6,64.502,1.956518706
a422cc1f-7917-47d7-961d-730e056aaac0-00075278,Bathroom,2.935,6.75,7.06,1.34,2.19,2.3,1.634328358,5,22.107,3.275314908
a422cc1f-7917-47d7-961d-730e056aaac0-00075279,Bedroom,15.035,34.58,16.58,2.68,5.61,2.3,2.093283582,5,68.204,1.97235168
a422cc1f-7917-47d7-961d-730e056aaac0-0007527a,AD/PD,0.447,1.028,3.58,1.49,0.3,2.3,0.201342282,4,9.128,8.878513763
a422cc1f-7917-47d7-961d-730e056aaac0-0007527b,Bathroom,3.487,8.019,7.66,1.49,2.34,2.3,1.570469799,4,24.591,3.066523011
a422cc1f-7917-47d7-961d-730e056aaac0-0007527c,Balcony,2.82,6.486,6.76,1.88,1.5,2.3,0.79787234,5,21.188,3.266728338
a422cc1f-7917-47d7-961d-730e056aaac0-0007527d,Storage,1.476,3.395,5.08,0.9,1.64,2.3,1.822222222,4,14.636,4.311299635
a422cc1f-7917-47d7-961d-730e056aaac0-0007527e,Bedroom,7.327,16.853,10.84,2.58,2.84,2.3,1.100775194,6,39.586,2.348960633
a422cc1f-7917-47d7-961d-730e056aaac0-0007527f,AD/PD,0.648,1.49,3.36,1.08,0.6,2.3,0.555555556,4,9.024,6.054750403
a422cc1f-7917-47d7-961d-730e056aaac0-00075280,AD/PD,0.256,0.589,2.08,0.4,0.64,2.3,1.6,4,5.296,8.994565217
a422cc1f-7917-47d7-961d-730e056aaac0-00075281,Entrance,4.968,11.426,9.08,2.7,1.84,2.3,0.681481481,5,30.82,2.69726248
a422cc1f-7917-47d7-961d-730e056aaac0-00075282,Kitchen,12.594,28.965,15.26,3.79,3.84,2.3,1.013192612,8,60.285,2.081284904
a422cc1f-7917-47d7-961d-730e056aaac0-00075283,Living room,26.261,60.401,20.66,4.52,5.81,2.3,1.28539823,4,100.04,1.65627055
a422cc1f-7917-47d7-961d-730e056aaac0-00075284,Hallway,15.08,34.683,25.04,11.17,1.35,2.3,0.120859445,18,87.751,2.530097728
a422cc1f-7917-47d7-961d-730e056aaac0-00075285,Dress room,2.011,4.626,5.68,1.49,1.35,2.3,0.906040268,5,17.087,3.693328578
a422cc1f-7917-47d7-961d-730e056aaac0-00075306,Bedroom,20.308,46.709,18.46,3.62,5.61,2.3,1.549723757,6,83.074,1.77854908
e6ff525c-0c90-485c-8c92-c762011c4121-000791c5,Dress room,4.161,9.57,8.18,2.19,1.9,2.3,0.867579909,4,27.136,2.835438805
1e564852-3c04-4e4c-880b-52268fdd36d5-0007304d,Bedroom,13.963,32.114,15.78,2.68,5.21,2.3,1.944029851,5,64.22,1.999723489
1e564852-3c04-4e4c-880b-52268fdd36d5-0007304e,Balcony,3.874,8.91,8.56,2.98,1.3,2.3,0.436241611,4,27.436,3.079167695
1e564852-3c04-4e4c-880b-52268fdd36d5-0007304f,Bedroom,11.056,25.428,13.38,2.98,3.71,2.3,1.244966443,7,52.886,2.079805445
1e564852-3c04-4e4c-880b-52268fdd36d5-00073050,AD/PD,0.733,1.685,3.46,0.99,0.74,2.3,0.747474747,4,9.423,5.592351245
1e564852-3c04-4e4c-880b-52268fdd36d5-00073051,Bathroom,3.482,8.009,7.56,1.59,2.19,2.3,1.377358491,7,24.352,3.040643889
1e564852-3c04-4e4c-880b-52268fdd36d5-00073052,Storage,1.386,3.188,4.88,1.54,0.9,2.3,0.584415584,6,13.996,4.390488738
1e564852-3c04-4e4c-880b-52268fdd36d5-00073053,Storage,2.406,5.533,6.36,1.24,1.94,2.3,1.564516129,4,19.439,3.513360131
1e564852-3c04-4e4c-880b-52268fdd36d5-00073054,Bathroom,3.784,8.704,7.94,1.59,2.38,2.3,1.496855346,5,25.83,2.967717029
1e564852-3c04-4e4c-880b-52268fdd36d5-00073055,AD/PD,0.97,2.231,4.4,1.59,0.61,2.3,0.383647799,5,12.06,5.406205032
1e564852-3c04-4e4c-880b-52268fdd36d5-00073056,Storage,1.455,3.346,5.38,0.75,1.94,2.3,2.586666667,5,15.284,4.567159719
1e564852-3c04-4e4c-880b-52268fdd36d5-00073057,Entrance,3.039,6.989,7.12,1.42,2.14,2.3,1.507042254,4,22.454,3.212652592
1e564852-3c04-4e4c-880b-52268fdd36d5-00073058,Kitchen,18.741,43.105,17.64,4.78,4.04,2.3,0.845188285,8,78.054,1.810797694
1e564852-3c04-4e4c-880b-52268fdd36d5-00073059,Hallway,7.559,17.387,19.3,8.79,0.86,2.3,0.097838453,14,59.509,3.422689401
1e564852-3c04-4e4c-880b-52268fdd36d5-0007305a,Living room,24.453,56.242,19.86,4.52,5.41,2.3,1.196902655,5,94.584,1.681721749
1e564852-3c04-4e4c-880b-52268fdd36d5-0007305c,Bedroom,17.014,39.132,16.64,3.62,4.7,2.3,1.298342541,8,72.3,1.84758332
1e564852-3c04-4e4c-880b-52268fdd36d5-000730e9,AD/PD,0.18,0.414,1.8,0.3,0.6,2.3,2,4,4.5,10.86956522
1e564852-3c04-4e4c-880b-52268fdd36d5-0007356b,Evacuation room,1.377,3.167,4.86,1.53,0.9,2.3,0.588235294,4,13.932,4.398976982
1e564852-3c04-4e4c-880b-52268fdd36d5-0007356c,Balcony,3.3,7.59,7.4,1.5,2.2,2.3,1.466666667,7,23.62,3.11198946
1e564852-3c04-4e4c-880b-52268fdd36d5-0007356d,Balcony,2.873,6.608,7.02,2.21,1.3,2.3,0.588235294,4,21.892,3.313004131
1e564852-3c04-4e4c-880b-52268fdd36d5-0007356e,Evacuation room,1.69,3.887,5.2,1.3,1.3,2.3,1,4,15.34,3.946488294
1e564852-3c04-4e4c-880b-52268fdd36d5-0007356f,AD/PD,0.18,0.414,1.8,0.3,0.6,2.3,2,4,4.5,10.86956522
1e564852-3c04-4e4c-880b-52268fdd36d5-00073570,Bathroom,2.9,6.67,7.4,1.5,2.2,2.3,1.466666667,6,22.82,3.421289355
1e564852-3c04-4e4c-880b-52268fdd36d5-00073571,AD/PD,0.36,0.828,2.4,0.6,0.6,2.3,1,4,6.24,7.536231884
1e564852-3c04-4e4c-880b-52268fdd36d5-00073572,Bedroom,15.656,36.009,15.86,3.71,4.22,2.3,1.137466307,8,67.79,1.882571316
1e564852-3c04-4e4c-880b-52268fdd36d5-00073574,Bedroom,11.448,26.33,13.94,2.65,4.32,2.3,1.630188679,4,54.958,2.087245161
1e564852-3c04-4e4c-880b-52268fdd36d5-00073575,Bedroom,12.83,29.51,14.58,2.97,4.32,2.3,1.454545455,6,59.195,2.005935631
1e564852-3c04-4e4c-880b-52268fdd36d5-00073576,Bedroom,7.766,17.862,12.78,2.99,3.4,2.3,1.137123746,7,44.926,2.515200036
1e564852-3c04-4e4c-880b-52268fdd36d5-00073577,Storage,0.812,1.867,3.62,0.99,0.82,2.3,0.828282828,4,9.95,5.329005859
1e564852-3c04-4e4c-880b-52268fdd36d5-00073578,Kitchen,18.036,41.483,17.32,4.06,4.6,2.3,1.133004926,11,75.908,1.829866836
1e564852-3c04-4e4c-880b-52268fdd36d5-00073579,Bathroom,3.124,7.185,7.24,2.2,1.42,2.3,0.645454545,5,22.9,3.187106831
1e564852-3c04-4e4c-880b-52268fdd36d5-0007357a,Living room,21.922,50.421,18.74,4.85,4.52,2.3,0.931958763,5,86.946,1.724414228
1e564852-3c04-4e4c-880b-52268fdd36d5-0007357b,Hallway,12.411,28.545,20.68,8.94,1.4,2.438,0.156599553,15,72.419,2.537001355
1e564852-3c04-4e4c-880b-52268fdd36d5-0007357c,AD/PD,0.88,2.024,5.2,2.2,0.4,2.3,0.181818182,5,13.72,6.778656126
1e564852-3c04-4e4c-880b-52268fdd36d5-0007357d,Entrance,3.485,8.016,7.58,1.57,2.22,2.3,1.414012739,7,24.405,3.044376417
1e564852-3c04-4e4c-880b-52268fdd36d5-000739d3,Bedroom,10.52,24.196,13.22,2.67,3.94,2.3,1.475655431,4,51.446,2.126259633
1e564852-3c04-4e4c-880b-52268fdd36d5-000739d4,Bedroom,10.52,24.196,13.22,2.67,3.94,2.3,1.475655431,5,51.446,2.126259633
1e564852-3c04-4e4c-880b-52268fdd36d5-000739d5,AD/PD,0.664,1.527,4.03,1.6,0.415,2.3,0.259375,4,10.597,6.938842326
1e564852-3c04-4e4c-880b-52268fdd36d5-000739d6,Bathroom,3.488,8.022,7.56,1.6,2.18,2.3,1.3625,5,24.364,3.03699641
1e564852-3c04-4e4c-880b-52268fdd36d5-000739d7,AD/PD,0.53,1.219,3.12,0.5,1.06,2.3,2.12,4,8.236,6.75635767
1e564852-3c04-4e4c-880b-52268fdd36d5-000739d8,AD/PD,1.302,2.996,4.72,1.48,0.88,2.3,0.594594595,4,13.461,4.493710608
1e564852-3c04-4e4c-880b-52268fdd36d5-000739d9,Bathroom,3.167,7.285,7.24,1.48,2.14,2.3,1.445945946,4,22.986,3.155441097
1e564852-3c04-4e4c-880b-52268fdd36d5-000739da,Balcony,4.334,9.968,8.34,1.97,2.2,2.3,1.116751269,4,27.85,2.793884553
1e564852-3c04-4e4c-880b-52268fdd36d5-000739db,Storage,4.098,9.424,8.1,1.97,2.08,2.3,1.055837563,5,26.825,2.846310884
1e564852-3c04-4e4c-880b-52268fdd36d5-000739dc,Balcony,2.496,5.741,6.44,1.92,1.3,2.3,0.677083333,4,19.804,3.449693423
1e564852-3c04-4e4c-880b-52268fdd36d5-000739dd,Evacuation room,1.924,4.425,5.56,1.48,1.3,2.3,0.878378378,4,16.636,3.759378107
1e564852-3c04-4e4c-880b-52268fdd36d5-000739de,Kitchen,13.018,29.94,15.3,2.97,4.68,2.3,1.575757576,7,61.225,2.044890396
1e564852-3c04-4e4c-880b-52268fdd36d5-000739df,Entrance,4.985,11.467,9.61,3.1,1.705,2.3,0.55,7,32.074,2.797155228
1e564852-3c04-4e4c-880b-52268fdd36d5-000739e0,Living room,21.105,48.542,18.38,4.5,4.69,2.3,1.042222222,7,84.484,1.740448894
1e564852-3c04-4e4c-880b-52268fdd36d5-000739e1,Hallway,9.2,21.159,19.06,8.44,1.09,2.3,0.129146919,13,62.237,2.941384975
1e564852-3c04-4e4c-880b-52268fdd36d5-000739e2,Bedroom,13.176,30.305,14.52,3.6,3.66,2.3,1.016666667,7,59.748,1.97156886
1e564852-3c04-4e4c-880b-52268fdd36d5-00073d46,Bedroom,9.972,22.936,12.74,2.77,3.6,2.3,1.299638989,4,49.246,2.147142434
1e564852-3c04-4e4c-880b-52268fdd36d5-00073d47,Bedroom,10.692,24.592,13.14,2.97,3.6,2.3,1.212121212,5,51.606,2.098521446
1e564852-3c04-4e4c-880b-52268fdd36d5-00073d48,AD/PD,7.14,16.422,11.08,2.04,3.5,2.3,1.715686275,7,39.764,2.421385946
1e564852-3c04-4e4c-880b-52268fdd36d5-00073d49,Balcony,4.633,10.656,8.96,1.62,2.86,2.3,1.765432099,7,29.874,2.803396282
1e564852-3c04-4e4c-880b-52268fdd36d5-00073d4a,AD/PD,0.42,0.966,2.84,0.42,1,2.3,2.380952381,4,7.372,7.631469979
1e564852-3c04-4e4c-880b-52268fdd36d5-00073d4b,Evacuation room,1.68,3.864,5.2,1.4,1.2,2.3,0.857142857,4,15.32,3.964803313
1e564852-3c04-4e4c-880b-52268fdd36d5-00073d4c,AD/PD,0.36,0.828,3,0.3,1.2,2.3,4,4,7.62,9.202898551
1e564852-3c04-4e4c-880b-52268fdd36d5-00073d4d,Bathroom,3.889,8.945,8.96,1.62,2.86,2.3,1.765432099,6,28.386,3.173336195
1e564852-3c04-4e4c-880b-52268fdd36d5-00073d4e,Balcony,2.332,5.364,6.44,2.12,1.1,2.3,0.518867925,4,19.476,3.631143262
1e564852-3c04-4e4c-880b-52268fdd36d5-00073d4f,Evacuation room,1.54,3.542,5,1.4,1.1,2.3,0.785714286,4,14.58,4.116318464
1e564852-3c04-4e4c-880b-52268fdd36d5-00073d50,Bedroom,9.035,20.78,14.34,2.75,4.42,2.3,1.607272727,8,51.052,2.456726258
1e564852-3c04-4e4c-880b-52268fdd36d5-00073d51,AD/PD,1.14,2.622,5.56,2.28,0.5,2.3,0.219298246,5,15.068,5.7467582
1e564852-3c04-4e4c-880b-52268fdd36d5-00073d52,Living room,15.314,35.222,15.66,4.03,3.8,2.3,0.94292804,5,66.646,1.892158922
1e564852-3c04-4e4c-880b-52268fdd36d5-00073d53,Kitchen,20.967,48.225,19.16,3.66,5.92,2.3,1.617486339,12,86.002,1.783365157
1e564852-3c04-4e4c-880b-52268fdd36d5-00073d54,Storage,0.737,1.695,3.54,0.67,1.1,2.3,1.641791045,4,9.616,5.672821662
1e564852-3c04-4e4c-880b-52268fdd36d5-00073d55,Bedroom,11.16,25.668,13.44,3.72,3,2.3,0.806451613,8,53.232,2.073866293
1e564852-3c04-4e4c-880b-52268fdd36d5-00073e22,Bathroom,4.332,9.964,8.36,2.28,1.9,2.3,0.833333333,5,27.892,2.799389779
1e564852-3c04-4e4c-880b-52268fdd36d5-00073ec3,Entrance,3.416,7.857,8.04,1.22,2.8,2.3,2.295081967,5,25.324,3.223195194
1e564852-3c04-4e4c-880b-52268fdd36d5-00073ec4,Hallway,5.551,12.767,17.26,7.93,0.7,2.3,0.088272383,14,50.8,3.978914884
1e564852-3c04-4e4c-880b-52268fdd36d5-0007435c,Bathroom,3.625,8.338,7.74,1.59,2.28,2.3,1.433962264,5,25.052,3.004571862
1e564852-3c04-4e4c-880b-52268fdd36d5-0007435d,Storage,3.57,8.211,7.6,1.7,2.1,2.3,1.235294118,4,24.62,2.998416758
1e564852-3c04-4e4c-880b-52268fdd36d5-0007435e,Balcony,3.874,8.91,8.56,2.98,1.3,2.3,0.436241611,5,27.436,3.079167695
1e564852-3c04-4e4c-880b-52268fdd36d5-0007435f,Bedroom,9.149,21.042,12.1,2.98,3.07,2.3,1.030201342,5,46.127,2.19216245
1e564852-3c04-4e4c-880b-52268fdd36d5-00074360,Balcony,2.268,5.216,6.84,2.52,0.9,2.3,0.357142857,5,20.268,3.885438233
1e564852-3c04-4e4c-880b-52268fdd36d5-00074361,Bedroom,11.122,25.581,13.66,2.68,4.15,2.3,1.548507463,5,53.662,2.097761585
1e564852-3c04-4e4c-880b-52268fdd36d5-00074362,AD/PD,0.4,0.92,2.6,0.5,0.8,2.3,1.6,4,6.78,7.369565217
1e564852-3c04-4e4c-880b-52268fdd36d5-00074363,AD/PD,0.255,0.586,2.3,0.3,0.85,2.3,2.833333333,4,5.8,9.889173061
1e564852-3c04-4e4c-880b-52268fdd36d5-00074364,Bathroom,3.506,8.064,8.08,1.9,2.14,2.3,1.126315789,6,25.596,3.174185868
1e564852-3c04-4e4c-880b-52268fdd36d5-00074365,AD/PD,0.3,0.69,2.2,0.5,0.6,2.3,1.2,4,5.66,8.202898551
1e564852-3c04-4e4c-880b-52268fdd36d5-00074366,Bedroom,15.095,34.719,15.58,3.62,4.17,2.3,1.151933702,8,66.025,1.901673473
1e564852-3c04-4e4c-880b-52268fdd36d5-00074367,Dress room,5.1,11.73,11.66,1.52,4.31,2.3,2.835526316,8,37.018,3.15596349
1e564852-3c04-4e4c-880b-52268fdd36d5-00074368,Bedroom,8.088,18.603,11.38,2.92,2.77,2.3,0.948630137,8,42.351,2.276529136
1e564852-3c04-4e4c-880b-52268fdd36d5-00074369,Kitchen,14.015,32.235,15.66,3.93,3.9,2.3,0.992366412,8,64.048,1.986939459
1e564852-3c04-4e4c-880b-52268fdd36d5-0007436a,Entrance,5.723,13.163,10.12,2.76,2.3,2.3,0.833333333,6,34.722,2.637868555
1e564852-3c04-4e4c-880b-52268fdd36d5-0007436b,Living room,19.662,45.223,17.74,4.52,4.35,2.3,0.962389381,5,80.126,1.771813208
1e564852-3c04-4e4c-880b-52268fdd36d5-0007436c,Hallway,10.812,24.867,20.04,8.79,1.23,2.3,0.139931741,14,67.715,2.723096677
1e564852-3c04-4e4c-880b-52268fdd36d5-000747f7,Balcony,4.711,10.835,9.46,2.98,1.75,2.3,0.587248322,6,31.18,2.877631445
1e564852-3c04-4e4c-880b-52268fdd36d5-000747f8,Bedroom,8.493,19.534,11.66,2.98,2.85,2.3,0.956375839,5,43.804,2.242460543
1e564852-3c04-4e4c-880b-52268fdd36d5-000747f9,Bathroom,3.263,7.505,7.36,1.49,2.19,2.3,1.469798658,5,23.454,3.125062457
1e564852-3c04-4e4c-880b-52268fdd36d5-000747fa,AD/PD,0.447,1.028,3.58,1.49,0.3,2.3,0.201342282,4,9.128,8.878513763
1e564852-3c04-4e4c-880b-52268fdd36d5-000747fb,Bedroom,12.06,27.738,14.36,2.68,4.5,2.3,1.679104478,5,57.148,2.060278319
1e564852-3c04-4e4c-880b-52268fdd36d5-000747fc,Balcony,4.887,11.24,9.94,3.62,1.35,2.3,0.372928177,4,32.636,2.903532887
1e564852-3c04-4e4c-880b-52268fdd36d5-000747fd,AD/PD,0.296,0.681,2.28,0.74,0.4,2.3,0.540540541,4,5.836,8.57226792
1e564852-3c04-4e4c-880b-52268fdd36d5-000747fe,Balcony,3.144,7.232,8.69,2.645,1.7,2.3,0.642722117,9,26.276,3.633120632
1e564852-3c04-4e4c-880b-52268fdd36d5-000747ff,AD/PD,0.596,1.371,3.78,1.49,0.4,2.3,0.268456376,4,9.886,7.211847097
1e564852-3c04-4e4c-880b-52268fdd36d5-00074800,Bathroom,2.816,6.477,6.76,1.49,1.89,2.3,1.268456376,5,21.18,3.270017276
1e564852-3c04-4e4c-880b-52268fdd36d5-00074801,Storage,6.339,14.579,10.22,2.12,2.99,2.3,1.410377358,6,36.184,2.481885201
1e564852-3c04-4e4c-880b-52268fdd36d5-00074802,Kitchen,13.686,31.477,15.96,4.19,3.79,2.3,0.904534606,7,64.079,2.035748143
1e564852-3c04-4e4c-880b-52268fdd36d5-00074803,Living room,21.244,48.861,18.44,4.52,4.7,2.3,1.039823009,5,84.9,1.737575008
1e564852-3c04-4e4c-880b-52268fdd36d5-00074805,Bedroom,14.299,32.888,15.14,3.62,3.95,2.3,1.091160221,9,63.42,1.928380519
1e564852-3c04-4e4c-880b-52268fdd36d5-00074806,Hallway,7.112,16.358,19.38,8.89,0.8,2.3,0.089988751,13,58.798,3.594537096
1e564852-3c04-4e4c-880b-52268fdd36d5-00074807,Entrance,4.12,9.476,8.14,2.18,1.89,2.3,0.866972477,5,26.962,2.845155258
1e564852-3c04-4e4c-880b-52268fdd36d5-00074d25,Evacuation room,2.052,4.72,5.82,1.71,1.2,2.3,0.701754386,5,17.49,3.705822527
1e564852-3c04-4e4c-880b-52268fdd36d5-00074d26,Bedroom,9.828,22.604,12.76,2.6,3.78,2.3,1.453846154,4,49.004,2.167896516
1e564852-3c04-4e4c-880b-52268fdd36d5-00074d27,Bedroom,11.264,25.908,13.52,2.98,3.78,2.3,1.268456376,6,53.625,2.069814406
1e564852-3c04-4e4c-880b-52268fdd36d5-00074d28,Bathroom,3.402,7.825,7.44,1.62,2.1,2.3,1.296296296,5,23.916,3.056514071
1e564852-3c04-4e4c-880b-52268fdd36d5-00074d29,AD/PD,0.972,2.236,4.44,1.62,0.6,2.3,0.37037037,5,12.156,5.437466452
1e564852-3c04-4e4c-880b-52268fdd36d5-00074d2a,Storage,4.751,10.927,8.72,2.14,2.22,2.3,1.037383178,5,29.558,2.705082165
1e564852-3c04-4e4c-880b-52268fdd36d5-00074d2b,AD/PD,0.679,1.562,3.34,0.97,0.7,2.3,0.721649485,4,9.04,5.788563745
1e564852-3c04-4e4c-880b-52268fdd36d5-00074d2c,Balcony,2.799,6.438,7.88,2.14,1.8,2.3,0.841121495,6,23.722,3.684856393
1e564852-3c04-4e4c-880b-52268fdd36d5-00074d2d,Evacuation room,1.82,4.186,5.4,1.3,1.4,2.3,1.076923077,4,16.06,3.836598184
1e564852-3c04-4e4c-880b-52268fdd36d5-00074d2e,Balcony,2.968,6.826,7.04,2.12,1.4,2.3,0.660377358,4,22.128,3.241532872
1e564852-3c04-4e4c-880b-52268fdd36d5-00074d2f,Kitchen,17.238,39.647,16.64,3.9,4.42,2.3,1.133333333,8,72.748,1.834874418
1e564852-3c04-4e4c-880b-52268fdd36d5-00074d30,Entrance,3.763,8.655,7.84,2.24,1.68,2.3,0.75,5,25.558,2.952852337
1e564852-3c04-4e4c-880b-52268fdd36d5-00074d31,Living room,17.99,41.376,17,4.52,3.98,2.3,0.880530973,5,75.079,1.814550823
1e564852-3c04-4e4c-880b-52268fdd36d5-00074d32,Hallway,10.59,24.356,19.8,8.68,1.22,2.3,0.140552995,11,66.719,2.739316015
1e564852-3c04-4e4c-880b-52268fdd36d5-00074d33,Bedroom,13.032,29.974,14.44,3.62,3.6,2.3,0.994475138,7,59.276,1.977606961
1e564852-3c04-4e4c-880b-52268fdd36d5-00074d34,AD/PD,0.804,1.85,5.9,1.71,1.24,2.3,0.725146199,6,15.179,8.204332692
1e564852-3c04-4e4c-880b-52268fdd36d5-00074d35,Bathroom,3.488,8.022,8.06,1.71,2.32,2.3,1.356725146,6,25.514,3.180527404
1e564852-3c04-4e4c-880b-52268fdd36d5-000752ad,Balcony,4.897,11.264,11.36,1.06,4.62,2.3,4.358490566,4,35.922,3.18922259
1e564852-3c04-4e4c-880b-52268fdd36d5-000752ae,AD/PD,0.541,1.243,3.14,1.06,0.51,2.3,0.481132075,4,8.303,6.677765446
1e564852-3c04-4e4c-880b-52268fdd36d5-000752af,AD/PD,0.569,1.308,3.52,0.428,1.33,2.3,3.107476636,4,9.222,7.050873615
1e564852-3c04-4e4c-880b-52268fdd36d5-000752b0,Bathroom,3.192,7.342,7.46,2.4,1.33,2.3,0.554166667,6,23.542,3.206657949
1e564852-3c04-4e4c-880b-52268fdd36d5-000752b1,Evacuation room,1.601,3.683,5.18,1.57,1.02,2.3,0.649681529,6,15.117,4.104289182
1e564852-3c04-4e4c-880b-52268fdd36d5-000752b2,Balcony,2.509,5.771,6.96,2.46,1.02,2.3,0.414634146,4,21.026,3.643288351
1e564852-3c04-4e4c-880b-52268fdd36d5-000752b3,Evacuation room,0.816,1.877,3.64,0.8,1.02,2.3,1.275,4,10.004,5.330349531
1e564852-3c04-4e4c-880b-52268fdd36d5-000752b4,Storage,2,4.6,5.66,1.37,1.46,2.3,1.065693431,5,17.018,3.699195298
1e564852-3c04-4e4c-880b-52268fdd36d5-000752b5,Bedroom,8.14,18.721,12.06,3.99,2.04,2.3,0.511278195,4,44.017,2.351199824
1e564852-3c04-4e4c-880b-52268fdd36d5-000752b6,Bedroom,9.855,22.667,12.92,3.99,2.47,2.3,0.619047619,4,49.427,2.180552596
1e564852-3c04-4e4c-880b-52268fdd36d5-000752b7,AD/PD,0.2,0.46,1.8,0.5,0.4,2.3,0.8,4,4.54,9.869565217
1e564852-3c04-4e4c-880b-52268fdd36d5-000752b8,Bathroom,2.504,5.758,6.92,2.002,1.46,2.3,0.729270729,7,20.934,3.635526966
1e564852-3c04-4e4c-880b-52268fdd36d5-000752ba,Entrance,2.512,5.778,6.34,1.57,1.6,2.3,1.01910828,4,19.606,3.393450568
1e564852-3c04-4e4c-880b-52268fdd36d5-000752bb,Living room,23.171,53.293,19.44,4.19,5.53,2.3,1.319809069,8,91.053,1.708548333
1e564852-3c04-4e4c-880b-52268fdd36d5-000752bd,Kitchen,8.38,19.274,12.38,4.19,2,2.3,0.477326969,6,45.234,2.346892186
1e564852-3c04-4e4c-880b-52268fdd36d5-000752be,Bedroom,15.449,35.533,17.76,3.66,5.22,2.3,1.426229508,12,71.746,2.01913343
1e564852-3c04-4e4c-880b-52268fdd36d5-000752bf,Dress room,4.877,11.218,9.86,1.37,3.56,2.3,2.598540146,5,32.432,2.891181326
1e564852-3c04-4e4c-880b-52268fdd36d5-00075721,Balcony,4.706,10.824,9.84,3.62,1.3,2.3,0.359116022,4,32.044,2.960512944
1e564852-3c04-4e4c-880b-52268fdd36d5-00075722,AD/PD,0.759,1.746,5.26,2.3,0.33,2.3,0.143478261,5,13.616,7.799736495
1e564852-3c04-4e4c-880b-52268fdd36d5-00075723,Bathroom,3.786,8.707,8.04,1.79,2.23,2.3,1.245810056,6,26.063,2.993300877
1e564852-3c04-4e4c-880b-52268fdd36d5-00075724,AD/PD,5.478,12.599,11.04,3.72,1.8,2.3,0.483870968,8,36.348,2.884899281
1e564852-3c04-4e4c-880b-52268fdd36d5-00075725,Storage,2.97,6.831,6.96,1.98,1.5,2.3,0.757575758,4,21.948,3.212999561
1e564852-3c04-4e4c-880b-52268fdd36d5-00075726,Bathroom,3.388,7.792,7.48,1.54,2.2,2.3,1.428571429,5,23.98,3.077357425
1e564852-3c04-4e4c-880b-52268fdd36d5-00075727,Balcony,4.286,9.858,9.52,2.1,2.66,2.3,1.266666667,6,30.468,3.090750472
1e564852-3c04-4e4c-880b-52268fdd36d5-00075728,Bedroom,10.479,24.101,13.18,2.68,3.91,2.3,1.458955224,5,51.272,2.127359422
1e564852-3c04-4e4c-880b-52268fdd36d5-00075729,Bedroom,10.479,24.101,13.18,2.68,3.91,2.3,1.458955224,4,51.272,2.127359422
1e564852-3c04-4e4c-880b-52268fdd36d5-0007572a,AD/PD,0.462,1.063,3.04,0.42,1.1,2.3,2.619047619,4,7.916,7.449651797
1e564852-3c04-4e4c-880b-52268fdd36d5-0007572b,Dress room,3.635,8.36,7.72,1.63,2.23,2.3,1.36809816,7,25.026,2.993443992
1e564852-3c04-4e4c-880b-52268fdd36d5-0007572c,Bedroom,15.819,36.385,15.98,3.62,4.37,2.3,1.20718232,8,68.393,1.879722806
1e564852-3c04-4e4c-880b-52268fdd36d5-0007572d,Entrance,5.232,12.034,9.16,2.18,2.4,2.3,1.100917431,7,31.532,2.620329743
1e564852-3c04-4e4c-880b-52268fdd36d5-0007572e,Living room,18.742,43.106,17.34,4.56,4.11,2.3,0.901315789,5,77.365,1.794775074
